,value.Total.Energy.Emissions..CO2...Energy.,VALUE
value.Mules.and.Asses.Indirect.emissions..CO2eq...Manure.on.pasture.,0.295041647,FALSE
value.Mules.and.Asses.Indirect.emissions..N2O...Manure.on.pasture.,0.295124587,FALSE
value.Mules.and.Asses.Direct.emissions..N2O...Manure.on.pasture.,0.295174823,FALSE
value.Mules.and.Asses.Manure..N.content.that.leaches...Manure.on.pasture.,0.295174823,FALSE
value.Mules.and.Asses.Manure..N.content.that.volatilises...Manure.on.pasture.,0.295174823,FALSE
value.Mules.and.Asses.Manure..N.content...Manure.on.pasture.,0.295174823,FALSE
value.Mules.and.Asses.Emissions..CO2eq...Manure.on.pasture.,0.295440368,FALSE
value.Mules.and.Asses.Direct.emissions..CO2eq...Manure.on.pasture.,0.295691388,FALSE
value.Asses.Emissions..N2O...Manure.applied.,0.297228377,FALSE
value.Chickens..layers.Implied.emission.factor.for.CH4..Manure.management.,0.297734057,FALSE
value.Mules.and.Asses.Indirect.emissions..N2O.that.leaches...Manure.on.pasture.,0.299125713,FALSE
value.Goats.Direct.emissions..CO2eq...Manure.management.,0.299125713,FALSE
value.Goats.Emissions..CO2eq..from.N2O..Manure.management.,0.299930436,FALSE
value.Asses.Direct.emissions..N2O...Manure.applied.,0.300153458,FALSE
value.Mules.and.Asses.Emissions..CO2eq..from.CH4..Manure.management.,0.300748612,FALSE
value.Mules.and.Asses.Emissions..CH4...Manure.management.,0.300957224,FALSE
value.Mules.and.Asses.Indirect.emissions..N2O.that.volatilises...Manure.on.pasture.,0.301139048,FALSE
value.Turkeys.Indirect.emissions..N2O...Manure.on.pasture.,0.30240211,FALSE
value.Mules.and.Asses.Indirect.emissions..N2O...Manure.applied.,0.304307215,FALSE
value.Turkeys.Indirect.emissions..N2O.that.volatilises...Manure.on.pasture.,0.304472071,FALSE
value.Goats.Emissions..CH4...Enteric.,0.304472071,FALSE
value.Goats.Emissions..CO2eq...Enteric.,0.30569266,FALSE
value.Turkeys.Indirect.emissions..N2O.that.leaches...Manure.on.pasture.,0.306123496,FALSE
value.Asses.Direct.emissions..N2O...Manure.on.pasture.,0.306457224,FALSE
value.Asses.Emissions..N2O...Manure.on.pasture.,0.30710597,FALSE
value.Asses.Indirect.emissions..CO2eq...Manure.on.pasture.,0.307364743,FALSE
value.Asses.Direct.emissions..CO2eq...Manure.on.pasture.,0.307420347,FALSE
value.Asses.Manure..N.content.that.leaches...Manure.on.pasture.,0.307420347,FALSE
value.Asses.Manure..N.content.that.volatilises...Manure.on.pasture.,0.307420347,FALSE
value.Asses.Manure..N.content...Manure.on.pasture.,0.307420347,FALSE
value.Asses.Emissions..CO2eq...Manure.on.pasture.,0.307536135,FALSE
value.Chickens.Direct.emissions..N2O...Manure.on.pasture.,0.307578718,FALSE
value.Chickens.Emissions..N2O...Manure.on.pasture.,0.307632874,FALSE
value.Mules.and.Asses.Emissions..N2O...Manure.applied.,0.307786695,FALSE
value.Goats.Stocks,0.307795061,FALSE
value.Goats.Manure..N.content.that.leaches...Manure.on.pasture.,0.307795061,FALSE
value.Goats.Manure..N.content.that.volatilises...Manure.on.pasture.,0.307795061,FALSE
value.Goats.Manure..N.content...Manure.on.pasture.,0.307795061,FALSE
value.Goats.Direct.emissions..CO2eq...Manure.on.pasture.,0.307795061,FALSE
value.Goats.Indirect.emissions..CO2eq...Manure.on.pasture.,0.307795061,FALSE
value.Goats.Emissions..CO2eq...Manure.on.pasture.,0.307882987,FALSE
value.Chickens.Indirect.emissions..CO2eq...Manure.on.pasture.,0.307888517,FALSE
value.Chickens.Manure..N.content.that.leaches...Manure.on.pasture.,0.307888517,FALSE
value.Chickens.Manure..N.content.that.volatilises...Manure.on.pasture.,0.307888517,FALSE
value.Chickens.Manure..N.content...Manure.on.pasture.,0.307888517,FALSE
value.Chickens.Direct.emissions..CO2eq...Manure.on.pasture.,0.307888517,FALSE
value.Chickens.Emissions..CO2eq...Manure.on.pasture.,0.308041133,FALSE
value.Chickens.Indirect.emissions..N2O...Manure.on.pasture.,0.308089565,FALSE
value.Goats.Emissions..N2O...Manure.on.pasture.,0.308316951,FALSE
value.Goats.Direct.emissions..N2O...Manure.on.pasture.,0.308434611,FALSE
value.Goats.Indirect.emissions..N2O.that.leaches...Manure.on.pasture.,0.308496196,FALSE
value.Goats.Indirect.emissions..N2O...Manure.on.pasture.,0.30850437,FALSE
value.Chickens.Indirect.emissions..N2O.that.volatilises...Manure.on.pasture.,0.308588529,FALSE
value.Chickens.Indirect.emissions..N2O.that.leaches...Manure.on.pasture.,0.308807549,FALSE
value.Mules.and.Asses.Direct.emissions..N2O...Manure.applied.,0.308820331,FALSE
value.Goats.Indirect.emissions..N2O.that.volatilises...Manure.on.pasture.,0.309249418,FALSE
value.Asses.Indirect.emissions..N2O.that.leaches...Manure.on.pasture.,0.310032874,FALSE
value.Asses.Indirect.emissions..N2O...Manure.on.pasture.,0.310436131,FALSE
value.Ducks.Indirect.emissions..CO2eq...Manure.management.,0.310674444,FALSE
value.Mules.and.Asses.Emissions..CO2eq...Manure.management.,0.311124695,FALSE
value.Buffaloes.Manure..N.content.that.leaches...Manure.on.pasture.,0.311124695,FALSE
value.Buffaloes.Manure..N.content.that.volatilises...Manure.on.pasture.,0.311124695,FALSE
value.Buffaloes.Manure..N.content...Manure.on.pasture.,0.311124695,FALSE
value.Buffaloes.Direct.emissions..CO2eq...Manure.on.pasture.,0.311124695,FALSE
value.Buffaloes.Indirect.emissions..CO2eq...Manure.on.pasture.,0.311124695,FALSE
value.Buffaloes.Emissions..CO2eq...Manure.on.pasture.,0.311862029,FALSE
value.Asses.Indirect.emissions..N2O...Manure.applied.,0.313948373,FALSE
value.Asses.Indirect.emissions..N2O.that.volatilises...Manure.on.pasture.,0.315711536,FALSE
value.Goats.Emissions..CO2eq...Manure.management.,0.315919955,FALSE
value.Asses.Emissions..CH4...Manure.management.,0.316746443,FALSE
value.Asses.Emissions..CO2eq..from.CH4..Manure.management.,0.319701643,FALSE
value.Maize.Biomass.burned..dry.matter.,0.319701643,FALSE
value.Maize.Emissions..CO2eq..from.N2O..Burning.crop.residues.,0.319701643,FALSE
value.Maize.Emissions..CO2eq..from.CH4..Burning.crop.residues.,0.319701643,FALSE
value.Maize.Emissions..CO2eq...Burning.crop.residues.,0.31986744,FALSE
value.Maize.Emissions..CH4...Burning.crop.residues.,0.321501054,FALSE
value.Maize.Emissions..N2O...Burning.crop.residues.,0.321756525,FALSE
value.Mules.and.Asses.Emissions..CH4...Enteric.,0.322073407,FALSE
value.Mules.and.Asses.Emissions..CO2eq...Enteric.,0.322073407,FALSE
value.Mules.and.Asses.Stocks,0.323529329,FALSE
value.Mules.Emissions..N2O...Manure.management.,0.323529329,FALSE
value.Mules.Direct.emissions..N2O...Manure.management.,0.323717779,FALSE
value.Buffaloes.Emissions..N2O...Manure.on.pasture.,0.324245251,FALSE
value.Buffaloes.Direct.emissions..N2O...Manure.on.pasture.,0.325535706,FALSE
value.Asses.Emissions..CO2eq...Manure.management.,0.32593666,FALSE
value.Mules.Emissions..N2O...Manure.applied.,0.327057307,FALSE
value.Poultry.Birds.Indirect.emissions..N2O...Manure.on.pasture.,0.327333573,FALSE
value.Poultry.Birds.Indirect.emissions..N2O.that.volatilises...Manure.on.pasture.,0.327782507,FALSE
value.Goats.Direct.emissions..N2O...Manure.management.,0.327782507,FALSE
value.Goats.Emissions..N2O...Manure.management.,0.328082325,FALSE
value.Poultry.Birds.Direct.emissions..N2O...Manure.on.pasture.,0.328112296,FALSE
value.Poultry.Birds.Emissions..N2O...Manure.on.pasture.,0.328414993,FALSE
value.Poultry.Birds.Manure..N.content.that.leaches...Manure.on.pasture.,0.328414993,FALSE
value.Poultry.Birds.Manure..N.content.that.volatilises...Manure.on.pasture.,0.328414993,FALSE
value.Poultry.Birds.Manure..N.content...Manure.on.pasture.,0.328414993,FALSE
value.Poultry.Birds.Direct.emissions..CO2eq...Manure.on.pasture.,0.328414993,FALSE
value.Poultry.Birds.Emissions..CO2eq...Manure.on.pasture.,0.328431281,FALSE
value.Poultry.Birds.Indirect.emissions..CO2eq...Manure.on.pasture.,0.328445684,FALSE
value.Goats.Implied.emission.factor.for.N2O..Manure.management.,0.329155281,FALSE
value.Poultry.Birds.Indirect.emissions..N2O.that.leaches...Manure.on.pasture.,0.332533247,FALSE
value.Asses.Emissions..CH4...Enteric.,0.333059946,FALSE
value.Asses.Emissions..CO2eq...Enteric.,0.333059946,FALSE
value.Asses.Stocks,0.333288247,FALSE
value.Turkeys.Direct.emissions..N2O...Manure.on.pasture.,0.334634099,FALSE
value.Turkeys.Indirect.emissions..CO2eq...Manure.on.pasture.,0.335001812,FALSE
value.Turkeys.Direct.emissions..CO2eq...Manure.on.pasture.,0.335001812,FALSE
value.Turkeys.Emissions..CO2eq...Manure.on.pasture.,0.335556105,FALSE
value.Turkeys.Manure..N.content.that.leaches...Manure.on.pasture.,0.335556105,FALSE
value.Turkeys.Manure..N.content.that.volatilises...Manure.on.pasture.,0.335556105,FALSE
value.Turkeys.Manure..N.content...Manure.on.pasture.,0.338087055,FALSE
value.Mules.Direct.emissions..N2O...Manure.applied.,0.338682727,FALSE
value.Turkeys.Emissions..N2O...Manure.on.pasture.,0.339354708,FALSE
value.Mules.Indirect.emissions..N2O...Manure.applied.,0.341337519,FALSE
value.Buffaloes.Indirect.emissions..N2O...Manure.on.pasture.,0.341938524,FALSE
value.Mules.and.Asses.Direct.emissions..N2O...Manure.management.,0.341938524,FALSE
value.Mules.and.Asses.Emissions..N2O...Manure.management.,0.3441856,FALSE
value.Rice..paddy.Biomass.burned..dry.matter.,0.344511449,FALSE
value.Natural.gas..including.LNG..Consumption.in.Agriculture,0.344511449,FALSE
value.Natural.gas..including.LNG..Emissions..CO2eq..from.CH4..Energy.,0.344511449,FALSE
value.Natural.gas..including.LNG..Emissions..CO2eq..from.N2O..Energy.,0.344511449,FALSE
value.Natural.gas..including.LNG..Emissions..CO2...Energy.,0.344511449,FALSE
value.Natural.gas..including.LNG..Emissions..CO2eq...Energy.,0.344532436,FALSE
value.Rice..paddy.Emissions..CO2eq..from.N2O..Burning.crop.residues.,0.344589278,FALSE
value.Rice..paddy.Emissions..CO2eq..from.CH4..Burning.crop.residues.,0.344589278,FALSE
value.Rice..paddy.Emissions..CO2eq...Burning.crop.residues.,0.344593803,FALSE
value.Asses.Direct.emissions..N2O...Manure.management.,0.344593803,FALSE
value.Asses.Emissions..N2O...Manure.management.,0.344702314,FALSE
value.Rice..paddy.Emissions..CH4...Burning.crop.residues.,0.345447996,FALSE
value.Natural.gas..including.LNG..Emissions..N2O...Energy.,0.346610407,FALSE
value.Rice..paddy.Area.harvested,0.346863282,FALSE
value.Rice..paddy.Emissions..N2O...Burning.crop.residues.,0.349333842,FALSE
value.Natural.gas..including.LNG..Emissions..CH4...Energy.,0.351552269,FALSE
value.Buffaloes.Indirect.emissions..N2O.that.leaches...Manure.on.pasture.,0.351954589,FALSE
value.Buffaloes.Indirect.emissions..N2O.that.volatilises...Manure.on.pasture.,0.35249251,FALSE
value.Chickens..layers.Indirect.emissions..N2O.that.volatilises...Manure.on.pasture.,0.35545123,FALSE
value.Chickens..layers.Indirect.emissions..N2O...Manure.on.pasture.,0.355695178,FALSE
value.Chickens..layers.Indirect.emissions..N2O.that.leaches...Manure.on.pasture.,0.356695321,FALSE
value.Chickens..layers.Direct.emissions..N2O...Manure.on.pasture.,0.356794902,FALSE
value.Chickens..layers.Manure..N.content.that.leaches...Manure.on.pasture.,0.356794902,FALSE
value.Chickens..layers.Manure..N.content.that.volatilises...Manure.on.pasture.,0.356794902,FALSE
value.Chickens..layers.Manure..N.content...Manure.on.pasture.,0.356794902,FALSE
value.Chickens..layers.Direct.emissions..CO2eq...Manure.on.pasture.,0.356794902,FALSE
value.Chickens..layers.Indirect.emissions..CO2eq...Manure.on.pasture.,0.356794902,FALSE
value.Chickens..layers.Emissions..CO2eq...Manure.on.pasture.,0.356873772,FALSE
value.Chickens..layers.Emissions..N2O...Manure.on.pasture.,0.370044514,FALSE
value.Asses.Implied.emission.factor.for.N2O..Manure.management.,0.372562942,FALSE
value.Cropland.organic.soils.Emissions..N2O...Cultivation.of.organic.soils.,0.372562942,FALSE
value.Cropland.organic.soils.Emissions..CO2eq...Cultivation.of.organic.soils.,0.375775693,FALSE
value.Buffaloes.Direct.emissions..CO2eq...Manure.management.,0.375867073,FALSE
value.Turkeys.Indirect.emissions..CO2eq...Manure.management.,0.375968028,FALSE
value.Buffaloes.Emissions..CO2eq..from.N2O..Manure.management.,0.375978289,FALSE
value.Cropland.and.grassland.organic.soils.Emissions..N2O...Cultivation.of.organic.soils.,0.375978289,FALSE
value.Cropland.and.grassland.organic.soils.Emissions..CO2eq...Cultivation.of.organic.soils.,0.378854126,FALSE
value.Chickens.Indirect.emissions..CO2eq...Manure.management.,0.379103568,FALSE
value.Sheep.Emissions..CO2eq..from.N2O..Manure.management.,0.379137318,FALSE
value.Chickens..broilers.Indirect.emissions..CO2eq...Manure.management.,0.3792979,FALSE
value.Turkeys.Indirect.emissions..N2O...Manure.management.,0.37944777,FALSE
value.Sheep.Direct.emissions..CO2eq...Manure.management.,0.379604162,FALSE
value.Poultry.Birds.Indirect.emissions..CO2eq...Manure.management.,0.380610691,FALSE
value.Chickens..layers.Indirect.emissions..CO2eq...Manure.management.,0.389444035,FALSE
value.Ducks.Indirect.emissions..N2O...Manure.management.,0.38981688,FALSE
value.Buffaloes.Emissions..N2O...Manure.management.,0.389985277,FALSE
value.Sheep.Manure..N.content...Manure.management.,0.390104276,FALSE
value.Sheep.Implied.emission.factor.for.CH4..Enteric.,0.390696734,FALSE
value.Buffaloes.Direct.emissions..N2O...Manure.management.,0.391181195,FALSE
value.Cattle..dairy.Implied.emission.factor.for.N2O..Manure.management.,0.39119818,FALSE
value.Sheep.Manure..N.content...Manure.applied.,0.39119818,FALSE
value.Sheep.Direct.emissions..CO2eq...Manure.applied.,0.39119818,FALSE
value.Sheep.Indirect.emissions..CO2eq...Manure.applied.,0.39119818,FALSE
value.Sheep.Emissions..CO2eq...Manure.applied.,0.392429867,FALSE
value.Sheep.Emissions..N2O...Manure.management.,0.392581869,FALSE
value.Sheep.Direct.emissions..N2O...Manure.management.,0.395030503,FALSE
value.Rice..paddy.Indirect.emissions..N2O...Crop.residues.,0.395341966,FALSE
value.Rice..paddy.Residues..Crop.residues.,0.395341966,FALSE
value.Rice..paddy.Direct.emissions..CO2eq...Crop.residues.,0.395341966,FALSE
value.Rice..paddy.Indirect.emissions..CO2eq...Crop.residues.,0.395341966,FALSE
value.Rice..paddy.Emissions..CO2eq...Crop.residues.,0.395555348,FALSE
value.Rice..paddy.Emissions..N2O...Crop.residues.,0.395918219,FALSE
value.Rice..paddy.Direct.emissions..N2O...Crop.residues.,0.398057842,FALSE
value.Cropland.organic.soils.Area,0.399480139,FALSE
value.Grassland.organic.soils.Emissions..N2O...Cultivation.of.organic.soils.,0.400690575,FALSE
value.Cropland.and.grassland.organic.soils.Area,0.401356329,FALSE
value.Buffaloes.Emissions..CO2eq...Manure.management.,0.401452496,FALSE
value.Buffaloes.Emissions..CO2eq..from.CH4..Manure.management.,0.403693445,FALSE
value.Grassland.organic.soils.Emissions..CO2eq...Cultivation.of.organic.soils.,0.406645433,FALSE
value.Sugar.cane.Biomass.burned..dry.matter.,0.406645433,FALSE
value.Sugar.cane.Emissions..CO2eq...Burning.crop.residues.,0.406919948,FALSE
value.Buffaloes.Emissions..CH4...Manure.management.,0.407524368,FALSE
value.Sugar.cane.Emissions..CH4...Burning.crop.residues.,0.408282487,FALSE
value.Sugar.cane.Emissions..CO2eq..from.N2O..Burning.crop.residues.,0.408282487,FALSE
value.Sugar.cane.Emissions..CO2eq..from.CH4..Burning.crop.residues.,0.40908493,FALSE
value.Sheep.Emissions..N2O...Manure.applied.,0.40947846,FALSE
value.Sheep.Indirect.emissions..N2O...Manure.applied.,0.409678096,FALSE
value.Sheep.Direct.emissions..N2O...Manure.applied.,0.412127123,FALSE
value.Buffaloes.Emissions..CH4...Enteric.,0.412127123,FALSE
value.Buffaloes.Emissions..CO2eq...Enteric.,0.412127123,FALSE
value.Buffaloes.Stocks,0.412992633,FALSE
value.Buffaloes.Manure..N.content...Manure.management.,0.413366168,FALSE
value.Grassland.organic.soils.Area,0.414056808,FALSE
value.Sheep.and.Goats.Manure..N.content...Manure.applied.,0.414056808,FALSE
value.Sheep.and.Goats.Direct.emissions..CO2eq...Manure.applied.,0.414056808,FALSE
value.Sheep.and.Goats.Emissions..CO2eq...Manure.applied.,0.414080439,FALSE
value.Sheep.and.Goats.Indirect.emissions..CO2eq...Manure.applied.,0.414275633,FALSE
value.Sheep.and.Goats.Manure..N.content...Manure.management.,0.41751252,FALSE
value.Buffaloes.Manure..N.content...Manure.applied.,0.41751252,FALSE
value.Buffaloes.Direct.emissions..CO2eq...Manure.applied.,0.41751252,FALSE
value.Buffaloes.Indirect.emissions..CO2eq...Manure.applied.,0.41751252,FALSE
value.Buffaloes.Emissions..CO2eq...Manure.applied.,0.420067731,FALSE
value.Cattle..non.dairy.Manure..N.content.that.leaches...Manure.on.pasture.,0.420067731,FALSE
value.Cattle..non.dairy.Manure..N.content.that.volatilises...Manure.on.pasture.,0.420067731,FALSE
value.Cattle..non.dairy.Manure..N.content...Manure.on.pasture.,0.420067731,FALSE
value.Cattle..non.dairy.Direct.emissions..N2O...Manure.on.pasture.,0.420067731,FALSE
value.Cattle..non.dairy.Direct.emissions..CO2eq...Manure.on.pasture.,0.420067731,FALSE
value.Cattle..non.dairy.Indirect.emissions..CO2eq...Manure.on.pasture.,0.420067731,FALSE
value.Cattle..non.dairy.Emissions..N2O...Manure.on.pasture.,0.420067731,FALSE
value.Cattle..non.dairy.Emissions..CO2eq...Manure.on.pasture.,0.420287298,FALSE
value.Cattle..non.dairy.Indirect.emissions..N2O.that.leaches...Manure.on.pasture.,0.420323554,FALSE
value.Cattle..non.dairy.Indirect.emissions..N2O...Manure.on.pasture.,0.420343641,FALSE
value.Cattle..non.dairy.Indirect.emissions..N2O.that.volatilises...Manure.on.pasture.,0.421304807,FALSE
value.Sugar.cane.Emissions..N2O...Burning.crop.residues.,0.426084413,FALSE
value.Buffaloes.Direct.emissions..N2O...Manure.applied.,0.426770674,FALSE
value.Buffaloes.Emissions..N2O...Manure.applied.,0.426994846,FALSE
value.Sheep.and.Goats.Direct.emissions..CO2eq...Manure.management.,0.427246782,FALSE
value.Sheep.and.Goats.Emissions..CO2eq..from.N2O..Manure.management.,0.42925136,FALSE
value.Fuel.oil.Emissions..N2O...Energy.,0.429460856,FALSE
value.Sheep.and.Goats.Emissions..N2O...Manure.applied.,0.432067847,FALSE
value.Maize.Residues..Crop.residues.,0.432067847,FALSE
value.Maize.Indirect.emissions..CO2eq...Crop.residues.,0.432067847,FALSE
value.Maize.Emissions..CO2eq...Crop.residues.,0.432092925,FALSE
value.Maize.Direct.emissions..CO2eq...Crop.residues.,0.432252672,FALSE
value.Maize.Direct.emissions..N2O...Crop.residues.,0.432442094,FALSE
value.Maize.Emissions..N2O...Crop.residues.,0.432771672,FALSE
value.Maize.Indirect.emissions..N2O...Crop.residues.,0.43290589,FALSE
value.Swine..breeding.Implied.emission.factor.for.CH4..Enteric.,0.43290589,FALSE
value.Swine..market.Implied.emission.factor.for.CH4..Enteric.,0.434085422,FALSE
value.Liquefied.petroleum.gas..LPG..Emissions..N2O...Energy.,0.434661205,FALSE
value.Rye.Direct.emissions..N2O...Crop.residues.,0.434770383,FALSE
value.Sheep.and.Goats.Direct.emissions..N2O...Manure.applied.,0.434985325,FALSE
value.Chickens.Indirect.emissions..N2O...Manure.management.,0.436734131,FALSE
value.Buffaloes.Indirect.emissions..N2O...Manure.applied.,0.437934823,FALSE
value.Poultry.Birds.Indirect.emissions..N2O...Manure.management.,0.438642784,FALSE
value.Swine..market.Direct.emissions..N2O...Manure.management.,0.438761601,FALSE
value.Swine..market.Direct.emissions..CO2eq...Manure.management.,0.439240324,FALSE
value.Sheep.and.Goats.Indirect.emissions..N2O...Manure.applied.,0.441757937,FALSE
value.Rye.Emissions..N2O...Crop.residues.,0.444140411,FALSE
value.Energy.used.in.fishery.Emissions..N2O...Energy.,0.444577472,FALSE
value.Rye.Indirect.emissions..CO2eq...Crop.residues.,0.444872345,FALSE
value.Rye.Residues..Crop.residues.,0.444872345,FALSE
value.Rye.Direct.emissions..CO2eq...Crop.residues.,0.444872345,FALSE
value.Rye.Emissions..CO2eq...Crop.residues.,0.445168696,FALSE
value.Chickens..broilers.Indirect.emissions..N2O...Manure.management.,0.448197064,FALSE
value.Rye.Indirect.emissions..N2O...Crop.residues.,0.450542747,FALSE
value.Sheep.and.Goats.Emissions..N2O...Manure.management.,0.450585075,FALSE
value.Sheep.and.Goats.Direct.emissions..N2O...Manure.management.,0.458621037,FALSE
value.Fuel.oil.Emissions..CH4...Energy.,0.458624829,FALSE
value.Fuel.oil.Emissions..CO2eq..from.N2O..Energy.,0.458916381,FALSE
value.Fuel.oil.Consumption.in.Agriculture,0.459185525,FALSE
value.Fuel.oil.Emissions..CO2eq..from.CH4..Energy.,0.459206122,FALSE
value.Fuel.oil.Emissions..CO2...Energy.,0.459206122,FALSE
value.Fuel.oil.Emissions..CO2eq...Energy.,0.462935376,FALSE
value.Cattle.Indirect.emissions..N2O.that.leaches...Manure.on.pasture.,0.462978475,FALSE
value.Cattle.Manure..N.content.that.leaches...Manure.on.pasture.,0.462978475,FALSE
value.Cattle.Manure..N.content.that.volatilises...Manure.on.pasture.,0.462978475,FALSE
value.Cattle.Manure..N.content...Manure.on.pasture.,0.462978475,FALSE
value.Cattle.Direct.emissions..N2O...Manure.on.pasture.,0.462978475,FALSE
value.Cattle.Direct.emissions..CO2eq...Manure.on.pasture.,0.462978475,FALSE
value.Cattle.Indirect.emissions..CO2eq...Manure.on.pasture.,0.462978475,FALSE
value.Cattle.Emissions..N2O...Manure.on.pasture.,0.462978475,FALSE
value.Cattle.Emissions..CO2eq...Manure.on.pasture.,0.463087372,FALSE
value.Cattle.Indirect.emissions..N2O.that.volatilises...Manure.on.pasture.,0.463097355,FALSE
value.Cattle.Indirect.emissions..N2O...Manure.on.pasture.,0.464419617,FALSE
value.Swine.Direct.emissions..N2O...Manure.management.,0.464521429,FALSE
value.Swine.Direct.emissions..CO2eq...Manure.management.,0.469199219,FALSE
value.Energy.used.in.fishery.Emissions..CO2eq..from.N2O..Energy.,0.473013882,FALSE
value.Rice..paddy.Emissions..CH4...Rice.cultivation.,0.473013882,FALSE
value.Rice..paddy.Emissions..CO2eq...Rice.cultivation.,0.473471968,FALSE
value.Liquefied.petroleum.gas..LPG..Emissions..CO2...Energy.,0.473662102,FALSE
value.Liquefied.petroleum.gas..LPG..Emissions..CH4...Energy.,0.475416524,FALSE
value.Liquefied.petroleum.gas..LPG..Consumption.in.Agriculture,0.477292143,FALSE
value.Liquefied.petroleum.gas..LPG..Emissions..CO2eq...Energy.,0.477482305,FALSE
value.Liquefied.petroleum.gas..LPG..Emissions..CO2eq..from.CH4..Energy.,0.477482305,FALSE
